source,habitat,voc_type,input_path,output_npy
XENO,rural,call,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\MagpieRecord_692695_seg004.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\call\MagpieRecord_692695_seg004.npy
XENO,rural,call,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\MagpieRecord_692695_seg005.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\call\MagpieRecord_692695_seg005.npy
XENO,rural,call,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\MagpieRecord_816245_seg001.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\call\MagpieRecord_816245_seg001.npy
XENO,rural,call,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\MagpieRecord_816245_seg002.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\call\MagpieRecord_816245_seg002.npy
XENO,rural,call,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\MagpieRecord_816245_seg003.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\call\MagpieRecord_816245_seg003.npy
XENO,rural,call,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\MagpieRecord_816245_seg004.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\call\MagpieRecord_816245_seg004.npy
XENO,rural,call,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\MagpieRecord_816245_seg005.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\call\MagpieRecord_816245_seg005.npy
XENO,rural,call,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\MagpieRecord_859894_seg001.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\call\MagpieRecord_859894_seg001.npy
XENO,rural,call,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\MagpieRecord_859894_seg002.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\call\MagpieRecord_859894_seg002.npy
XENO,rural,call,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\MagpieRecord_859894_seg003.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\call\MagpieRecord_859894_seg003.npy
XENO,rural,call,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\MagpieRecord_859894_seg004.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\call\MagpieRecord_859894_seg004.npy
XENO,rural,call,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\MagpieRecord_871683_seg001.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\call\MagpieRecord_871683_seg001.npy
XENO,rural,call,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\MagpieRecord_895591_seg001.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\call\MagpieRecord_895591_seg001.npy
XENO,rural,call,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\MagpieRecord_895591_seg002.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\call\MagpieRecord_895591_seg002.npy
XENO,rural,call,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\MagpieRecord_895591_seg003.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\call\MagpieRecord_895591_seg003.npy
XENO,rural,call,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\MagpieRecord_895591_seg004.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\call\MagpieRecord_895591_seg004.npy
XENO,rural,call,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\MagpieRecord_895591_seg005.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\call\MagpieRecord_895591_seg005.npy
XENO,rural,call,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\MagpieRecord_895591_seg006.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\call\MagpieRecord_895591_seg006.npy
XENO,rural,call,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\MagpieRecord_895591_seg007.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\call\MagpieRecord_895591_seg007.npy
XENO,rural,call,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\MagpieRecord_895591_seg008.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\call\MagpieRecord_895591_seg008.npy
XENO,rural,call,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\MagpieRecord_895591_seg009.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\call\MagpieRecord_895591_seg009.npy
XENO,rural,call,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\MagpieRecord_895591_seg010.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\call\MagpieRecord_895591_seg010.npy
XENO,rural,call,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\MagpieRecord_895591_seg011.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\call\MagpieRecord_895591_seg011.npy
XENO,rural,call,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\MagpieRecord_895591_seg012.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\call\MagpieRecord_895591_seg012.npy
XENO,rural,call,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\MagpieRecord_895591_seg013.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\call\MagpieRecord_895591_seg013.npy
XENO,rural,call,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\MagpieRecord_96885_seg001.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\call\MagpieRecord_96885_seg001.npy
XENO,rural,call,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\MagpieRecord_96885_seg002.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\call\MagpieRecord_96885_seg002.npy
XENO,rural,call,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_jewruralcall_seg001.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\call\PRIMARY_jewruralcall_seg001.npy
XENO,rural,call,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_powerpolenetanyahururalcall_seg001.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\call\PRIMARY_powerpolenetanyahururalcall_seg001.npy
XENO,rural,call,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_powerpolenetanyahururalcall_seg002.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\call\PRIMARY_powerpolenetanyahururalcall_seg002.npy
XENO,rural,call,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_powerpolenetanyahururalcall_seg003.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\call\PRIMARY_powerpolenetanyahururalcall_seg003.npy
XENO,rural,call,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_rural call_seg001.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\call\PRIMARY_rural call_seg001.npy
XENO,rural,call,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg001.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\call\PRIMARY_yt8mincliptobeseparated_seg001.npy
XENO,rural,call,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg002.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\call\PRIMARY_yt8mincliptobeseparated_seg002.npy
XENO,rural,call,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg003.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\call\PRIMARY_yt8mincliptobeseparated_seg003.npy
XENO,rural,call,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg004.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\call\PRIMARY_yt8mincliptobeseparated_seg004.npy
XENO,rural,call,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg005.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\call\PRIMARY_yt8mincliptobeseparated_seg005.npy
XENO,rural,call,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg006.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\call\PRIMARY_yt8mincliptobeseparated_seg006.npy
XENO,rural,call,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg007.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\call\PRIMARY_yt8mincliptobeseparated_seg007.npy
XENO,rural,call,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg008.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\call\PRIMARY_yt8mincliptobeseparated_seg008.npy
XENO,rural,call,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg009.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\call\PRIMARY_yt8mincliptobeseparated_seg009.npy
XENO,rural,call,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg010.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\call\PRIMARY_yt8mincliptobeseparated_seg010.npy
XENO,rural,call,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg011.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\call\PRIMARY_yt8mincliptobeseparated_seg011.npy
XENO,rural,call,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg012.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\call\PRIMARY_yt8mincliptobeseparated_seg012.npy
XENO,rural,call,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg013.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\call\PRIMARY_yt8mincliptobeseparated_seg013.npy
XENO,rural,call,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg014.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\call\PRIMARY_yt8mincliptobeseparated_seg014.npy
XENO,rural,call,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg015.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\call\PRIMARY_yt8mincliptobeseparated_seg015.npy
XENO,rural,call,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg016.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\call\PRIMARY_yt8mincliptobeseparated_seg016.npy
XENO,rural,call,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg017.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\call\PRIMARY_yt8mincliptobeseparated_seg017.npy
XENO,rural,call,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg018.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\call\PRIMARY_yt8mincliptobeseparated_seg018.npy
XENO,rural,call,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg019.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\call\PRIMARY_yt8mincliptobeseparated_seg019.npy
XENO,rural,call,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg020.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\call\PRIMARY_yt8mincliptobeseparated_seg020.npy
XENO,rural,call,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg021.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\call\PRIMARY_yt8mincliptobeseparated_seg021.npy
XENO,rural,call,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg022.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\call\PRIMARY_yt8mincliptobeseparated_seg022.npy
XENO,rural,call,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg023.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\call\PRIMARY_yt8mincliptobeseparated_seg023.npy
XENO,rural,call,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg024.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\call\PRIMARY_yt8mincliptobeseparated_seg024.npy
XENO,rural,call,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg025.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\call\PRIMARY_yt8mincliptobeseparated_seg025.npy
XENO,rural,call,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg026.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\call\PRIMARY_yt8mincliptobeseparated_seg026.npy
XENO,rural,call,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg027.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\call\PRIMARY_yt8mincliptobeseparated_seg027.npy
XENO,rural,call,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg028.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\call\PRIMARY_yt8mincliptobeseparated_seg028.npy
XENO,rural,call,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg029.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\call\PRIMARY_yt8mincliptobeseparated_seg029.npy
XENO,rural,call,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg030.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\call\PRIMARY_yt8mincliptobeseparated_seg030.npy
XENO,rural,call,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg031.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\call\PRIMARY_yt8mincliptobeseparated_seg031.npy
XENO,rural,call,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg032.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\call\PRIMARY_yt8mincliptobeseparated_seg032.npy
XENO,rural,call,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg033.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\call\PRIMARY_yt8mincliptobeseparated_seg033.npy
XENO,rural,call,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg034.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\call\PRIMARY_yt8mincliptobeseparated_seg034.npy
XENO,rural,call,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg035.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\call\PRIMARY_yt8mincliptobeseparated_seg035.npy
XENO,rural,call,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\SegmentedData\rural\call\PRIMARY_yt8mincliptobeseparated_seg036.wav,C:\Users\Brian Leap\Documents\Brian\Projects CS\AvianAura\Spectrograms\rural\call\PRIMARY_yt8mincliptobeseparated_seg036.npy
